id_x,name_x,city,county,Area_name,State,country,holeCount,rating,latitude,longitude,zipcode,PopDensity,total_pop,total_income,avg_income,MedianHHIncome,region,fips,County
riley-lake-disc-golf-practice-area,Riley Lake Disc Golf Practice Area,Eden Prairie,Hennepin County,"Hennepin County, MN",MN,USA,4,,44.8350751,-93.5120004,55347,2231.753,15500,2607936,168253.93548387097,81772.0,midwest,27053,Hennepin County
hopkins-west-junior-high-school,Hopkins West Junior High School,Minnetonka,Hennepin County,"Hennepin County, MN",MN,USA,9,,44.9329525,-93.4491051,55305,2231.753,11890,1528413,128546.08915054669,81772.0,midwest,27053,Hennepin County
hyland-ski-snowboard-short-9,Hyland Ski & Snowboard - Short 9,Bloomington,Hennepin County,"Hennepin County, MN",MN,USA,9,,44.84363,-93.36361099999999,55438,2231.753,9500,992494,104473.05263157896,81772.0,midwest,27053,Hennepin County
hyland-ski-and-snowboard-area,Hyland Ski and Snowboard Area,Bloomington,Hennepin County,"Hennepin County, MN",MN,USA,18,4.0,44.84363,-93.36361099999999,55438,2231.753,9500,992494,104473.05263157896,81772.0,midwest,27053,Hennepin County
hyland-visitor-center,Hyland Visitor Center,Bloomington,Hennepin County,"Hennepin County, MN",MN,USA,3,,44.824839399999995,-93.3717703,55438,2231.753,9500,992494,104473.05263157896,81772.0,midwest,27053,Hennepin County
kenneth-rosland-park,Kenneth Rosland Park,Edina,Hennepin County,"Hennepin County, MN",MN,USA,9,3.0,44.8845687,-93.335275,55435,2231.753,7560,781506,103373.80952380953,81772.0,midwest,27053,Hennepin County
lake-minnetonka-regional-park,Lake Minnetonka Regional Park,Minnestrista,Hennepin County,"Hennepin County, MN",MN,USA,3,,44.894425399999996,-93.6748143,55364,2231.753,7860,1088109,138436.25954198473,81772.0,midwest,27053,Hennepin County
minnehaha-fallswabun-picnic-disc-golf-course,Minnehaha Falls/Wabun Picnic Disc Golf Course,Minneapolis,Hennepin County,"Hennepin County, MN",MN,USA,9,3.0,44.9148565,-93.2047077,55417,2231.753,13580,1138618,83845.21354933726,81772.0,midwest,27053,Hennepin County
moir-park,Moir Park,Bloomington,Hennepin County,"Hennepin County, MN",MN,USA,9,2.0,44.817168,-93.30699090000002,55431,2231.753,10840,789068,72792.25092250922,81772.0,midwest,27053,Hennepin County
nelson-park,Nelson Park,Long Lake,Hennepin County,"Hennepin County, MN",MN,USA,9,,44.9868747,-93.5691988,55356,2231.753,2770,740954,267492.4187725632,81772.0,midwest,27053,Hennepin County
plymouth-creek-woods-disc-golf-course,Plymouth Creek Woods Disc Golf Course,Plymouth,Hennepin County,"Hennepin County, MN",MN,USA,15,3.0,45.02332670000001,-93.4658918,55441,2231.753,9780,927401,94826.27811860939,81772.0,midwest,27053,Hennepin County
rose-creek-disc-golf-course,Rose Creek Disc Golf Course,Rose Creek,Hennepin County,"Hennepin County, MN",MN,USA,9,,45.0130852,-93.3541352,55970,2231.753,420,25314,60271.428571428565,81772.0,midwest,27053,Hennepin County
sunnyside-park,Sunnyside Park,New Hope,Hennepin County,"Hennepin County, MN",MN,USA,9,4.0,45.0409348,-93.3769416,55428,2231.753,15610,796491,51024.407431133885,81772.0,midwest,27053,Hennepin County
wildwood-springs-disc-golf-course,Wildwood Springs Disc Golf Course,Dayton,Hennepin County,"Hennepin County, MN",MN,USA,9,,45.213845,-93.432994,55327,2231.753,2360,251746,106672.0338983051,81772.0,midwest,27053,Hennepin County
zachary-playfield,Zachary Playfield,Plymouth,Hennepin County,"Hennepin County, MN",MN,USA,9,1.0,45.0350384,-93.4212391,55442,2231.753,7110,750311,105528.97327707458,81772.0,midwest,27053,Hennepin County
balaton-disc-golf-course,Balaton Disc Golf Course,Balaton,Murray County,"Murray County, MN",MN,USA,9,1.0,44.166444399999996,-95.9386942,56115,11.853,620,36432,58761.290322580644,63414.0,midwest,27101,Murray County
seven-mile-lake-park,Seven Mile Lake Park,Fulda,Murray County,"Murray County, MN",MN,USA,9,,43.8600323,-95.60195420000001,56131,11.853,1090,62122,56992.66055045872,63414.0,midwest,27101,Murray County
slayton-disc-golf-course,Slayton Disc Golf Course,Slayton,Murray County,"Murray County, MN",MN,USA,9,1.0,43.990938299999996,-95.7532031,56172,11.853,1480,96227,65018.24324324324,63414.0,midwest,27101,Murray County
current-lake-disc-golf-course-swenson-park,Current Lake Disc Golf Course at Swenson Park,Balaton,Lyon County,"Lyon County, MN",MN,USA,9,,44.2361111,-95.8716667,56115,36.161,620,36432,58761.290322580644,63255.0,midwest,27083,Lyon County
garvin-park-lyon-county,Garvin Park - Lyon County,Garvin,Lyon County,"Lyon County, MN",MN,USA,9,,44.260537400000004,-95.7556069,56132,36.161,270,19019,70440.74074074072,63255.0,midwest,27083,Lyon County
lakeview-dgc,Lakeview Schools Disc Golf Course,Cottonwood,Lyon County,"Lyon County, MN",MN,USA,9,,44.6155235,-95.6671137,56229,36.161,880,62116,70586.36363636365,63255.0,midwest,27083,Lyon County
sw-minnesota-state-university-disc-golf-course,SW Minnesota State University Disc Golf Course,Marshall,Lyon County,"Lyon County, MN",MN,USA,12,,44.4561597,-95.759877,56258,36.161,7020,439510,62608.2621082621,63255.0,midwest,27083,Lyon County
bandimere-park-disc-golf-course,Bandimere Park Disc Golf Course,Chanhassen,Carver County,"Carver County, MN",MN,USA,9,4.0,44.8357945,-93.5361814,55317,283.401,10880,1528451,140482.62867647054,107932.0,midwest,27019,Carver County
baylor-park,Baylor Park,Norwood Young America,Carver County,"Carver County, MN",MN,USA,18,2.0,44.810377700000004,-93.9404386,55397,283.401,1470,98822,67225.85034013605,107932.0,midwest,27019,Carver County
chaska-middle-school,Chaska Middle School,Chaska,Carver County,"Carver County, MN",MN,USA,9,3.0,44.8072624,-93.60009649999999,55318,283.401,14130,1315229,93080.60863411182,107932.0,midwest,27019,Carver County
downs-farm,Downs Farm,Chaska,Carver County,"Carver County, MN",MN,USA,10,,44.846835999999996,-93.62687679999999,55318,283.401,14130,1315229,93080.60863411182,107932.0,midwest,27019,Carver County
crown-college-disc-golf-course,Crown College Disc Golf Course,St. Bonifacius,Carver County,"Carver County, MN",MN,USA,18,3.0,44.8850525,-93.7444925,55387,283.401,6710,667163,99428.16691505216,107932.0,midwest,27019,Carver County
lions-park-iv,Lions Park IV,Cologne,Carver County,"Carver County, MN",MN,USA,9,4.0,44.768350399999996,-93.78768409999999,55322,283.401,1760,141476,80384.09090909091,107932.0,midwest,27019,Carver County
barsness-park-disc-golf-course,Barsness Park Disc Golf Course,Glenwood,Pope County,"Pope County, MN",MN,USA,9,3.0,45.6409404,-95.3825262,56334,16.395,2910,201099,69106.18556701031,64306.0,midwest,27121,Pope County
bass-lake-camp-disc-golf-course,Bass Lake Camp Disc Golf Course,Winnebago,Faribault County,"Faribault County, MN",MN,USA,9,,43.8125161,-94.0729387,56098,19.504,990,50060,50565.65656565657,55599.0,midwest,27043,Faribault County
putnam-park,Putnam Park,Blue Earth,Faribault County,"Faribault County, MN",MN,USA,9,,43.629461299999996,-94.10213459999999,56013,19.504,2100,120878,57560.95238095236,55599.0,midwest,27043,Faribault County
becker-city-park,Becker City Park,Becker,Sherburne County,"Sherburne County, MN",MN,USA,18,4.0,45.4180174,-93.872056,55308,215.355,4520,320901,70995.79646017699,92673.0,midwest,27141,Sherburne County
hudson-woods,Hudson Woods,Big Lake,Sherburne County,"Sherburne County, MN",MN,USA,6,,45.3315026,-93.686178,55309,215.355,9730,682890,70183.96711202466,92673.0,midwest,27141,Sherburne County
river-oaks-park,River Oaks Park,Big Lake,Sherburne County,"Sherburne County, MN",MN,USA,12,3.0,45.3574746,-93.74245529999999,55309,215.355,9730,682890,70183.96711202466,92673.0,midwest,27141,Sherburne County
lions-park-iii,Lions Park III,Elk River,Sherburne County,"Sherburne County, MN",MN,USA,9,2.0,45.3088653,-93.5712958,55330,215.355,20510,1588164,77433.64212579229,92673.0,midwest,27141,Sherburne County
riverside-park-0,Riverside Park,St. Cloud,Sherburne County,"Sherburne County, MN",MN,USA,18,,45.545510799999995,-94.143043,56304,215.355,7480,380246,50835.02673796792,92673.0,midwest,27141,Sherburne County
zimmerman-city-park-dgc,Zimmerman City Park DGC,Zimmerman,Sherburne County,"Sherburne County, MN",MN,USA,18,4.0,45.4377948,-93.584827,55398,215.355,8120,575155,70831.89655172414,92673.0,midwest,27141,Sherburne County
bemidji-discgolf-park,Bemidji DiscGolf Park,Bemidji,Beltrami County,"Beltrami County, MN",MN,USA,18,,47.4903943,-94.89931329999999,56601,18.41,15120,902538,59691.66666666666,58138.0,midwest,27007,Beltrami County
moose-lake-resort-disc-golf,Moose Lake Resort Disc Golf,Blackduck,Beltrami County,"Beltrami County, MN",MN,USA,9,,47.5411927,-94.47739399999999,56630,18.41,1120,49764,44432.142857142855,58138.0,midwest,27007,Beltrami County
bertha-hewitt-school-disc-golf-course,Bertha-Hewitt School Disc Golf Course,Bertha,Lake County,"Lake County, MN",MN,USA,9,,42.40915560000001,-87.8621946,56437,5.011,490,19202,39187.755102040814,63741.0,midwest,27075,Lake County
plummer-disc-golf-course,Plummer Disc Golf Course,Plummer,Lake County,"Lake County, MN",MN,USA,9,,42.40915560000001,-87.8621946,56748,5.011,270,14300,52962.962962962956,63741.0,midwest,27075,Lake County
bigfork-disc-golf-course,Bigfork Disc Golf Course,Bigfork,Itasca County,"Itasca County, MN",MN,USA,9,,47.742639000000004,-93.6580192,56628,16.944000000000006,700,41675,59535.71428571429,59365.0,midwest,27061,Itasca County
itasca-community-college-disc-golf-course,Itasca Community College Disc Golf Course,Grand Rapids,Itasca County,"Itasca County, MN",MN,USA,9,1.0,47.2415549,-93.4954985,55744,16.944000000000006,9570,581189,60730.303030303025,59365.0,midwest,27061,Itasca County
legion-park-disc-golf-course-0,Legion Park Disc Golf Course,Grand Rapids,Itasca County,"Itasca County, MN",MN,USA,18,,47.2487343,-93.53707729999999,55744,16.944000000000006,9570,581189,60730.303030303025,59365.0,midwest,27061,Itasca County
northern-lights-community,Northern Lights Community,Warba,Itasca County,"Itasca County, MN",MN,USA,9,,47.1284099,-93.2702627,55793,16.944000000000006,280,16293,58189.28571428571,59365.0,midwest,27061,Itasca County
bingo-park,Bingo Park,Randall,Morrison County,"Morrison County, MN",MN,USA,9,,46.089656299999994,-94.4992983,56475,29.286,760,38796,51047.36842105263,62618.0,midwest,27097,Morrison County
borgstrom-park-disc-golf-reserve,Borgstrom Park Disc Golf Reserve,Upsala,Morrison County,"Morrison County, MN",MN,USA,9,,45.807854,-94.5744495,56384,29.286,190,8399,44205.263157894726,62618.0,midwest,27097,Morrison County
camp-ripley-disc-golf-course,Camp Ripley Disc Golf Course,Little Falls,Morrison County,"Morrison County, MN",MN,USA,12,,46.037633,-94.34105799999999,56345,29.286,7010,386064,55073.323823109844,62618.0,midwest,27097,Morrison County
lebourget-park-disc-golf-course,Le Bourget Park Disc Golf Course,Little Falls,Morrison County,"Morrison County, MN",MN,USA,9,,45.981608,-94.36866640000001,56345,29.286,7010,386064,55073.323823109844,62618.0,midwest,27097,Morrison County
windy-pines,Windy Pines,Little Falls,Morrison County,"Morrison County, MN",MN,USA,9,,45.9805556,-94.3694444,56345,29.286,7010,386064,55073.323823109844,62618.0,midwest,27097,Morrison County
blue-heron-disc-golf-olcott-park,Blue Heron Disc Golf at Olcott Park,Virginia,St. Louis County,"St. Louis County, MN",MN,USA,12,4.0,47.5293756,-92.5505005,55792,32.026,4530,235644,52018.54304635762,57972.0,midwest,27137,St. Louis County
chisholm-disc-golf-course,Chisholm Disc Golf Course,Chisholm,St. Louis County,"St. Louis County, MN",MN,USA,18,,47.481694299999994,-92.8720688,55719,32.026,2580,132905,51513.56589147287,57972.0,midwest,27137,St. Louis County
college-st-scholastica,College of St. Scholastica,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,6,,46.8163661,-92.10809990000001,55811,32.026,12570,966305,76873.9061256961,57972.0,midwest,27137,St. Louis County
miller-creek,Miller Creek,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,9,2.0,46.814029299999994,-92.1791418,55811,32.026,12570,966305,76873.9061256961,57972.0,midwest,27137,St. Louis County
enger-park,Enger Park,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,18,,46.776571600000004,-92.1310003,55806,32.026,4370,173539,39711.44164759725,57972.0,midwest,27137,St. Louis County
lincoln-park-disc-golf-course,Lincoln Park Disc Golf Course,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,9,3.0,46.78047120000001,-92.1411947,55806,32.026,4370,173539,39711.44164759725,57972.0,midwest,27137,St. Louis County
eveleth-disc-golf-course,Eveleth Disc Golf Course,Eveleth,St. Louis County,"St. Louis County, MN",MN,USA,9,,47.4636388,-92.52076890000001,55734,32.026,2920,171255,58648.97260273973,57972.0,midwest,27137,St. Louis County
fountain-hill-park-disc-golf-course,Fountain Hill Park Disc Golf Course,Babbitt,St. Louis County,"St. Louis County, MN",MN,USA,9,3.0,47.7119941,-91.9507446,55706,32.026,850,42472,49967.058823529405,57972.0,midwest,27137,St. Louis County
red-pine-run-disc-golf-course,Red Pine Run Disc Golf Course,Babbitt,St. Louis County,"St. Louis County, MN",MN,USA,9,,47.6880979,-91.9490785,55706,32.026,850,42472,49967.058823529405,57972.0,midwest,27137,St. Louis County
grand-view-winter-disc-golf-course,Grand View Winter Disc Golf Course,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,18,,46.714019799999996,-92.2760163,55810,32.026,4390,267866,61017.31207289294,57972.0,midwest,27137,St. Louis County
spirit-mountain-disc-golf,Spirit Mountain Disc Golf,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,18,5.0,46.7182684,-92.2167365,55810,32.026,4390,267866,61017.31207289294,57972.0,midwest,27137,St. Louis County
judson-mine-disc-golf-course,Judson Mine Disc Golf Course,Mountain Iron,St. Louis County,"St. Louis County, MN",MN,USA,18,,47.4884888,-92.7835687,55768,32.026,1390,90388,65027.3381294964,57972.0,midwest,27137,St. Louis County
mountain-iron-dgc,Mountain Iron Disc Golf Course,Mountain Iron,St. Louis County,"St. Louis County, MN",MN,USA,9,,47.4812885,-92.6618671,55768,32.026,1390,90388,65027.3381294964,57972.0,midwest,27137,St. Louis County
west-two-rivers-painted-turtle,West Two Rivers - Painted Turtle,Mountain Iron,St. Louis County,"St. Louis County, MN",MN,USA,9,4.0,47.4812885,-92.6618671,55768,32.026,1390,90388,65027.3381294964,57972.0,midwest,27137,St. Louis County
west-two-rivers-snapping-turtle,West Two Rivers - Snapping Turtle,Mountain Iron,St. Louis County,"St. Louis County, MN",MN,USA,9,2.0,47.4812885,-92.6618671,55768,32.026,1390,90388,65027.3381294964,57972.0,midwest,27137,St. Louis County
morgan-park-middle-school,Morgan Park Middle School,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,7,,46.6874316,-92.2122052,55808,32.026,2760,124238,45013.76811594201,57972.0,midwest,27137,St. Louis County
north-hibbing-dg-park,North Hibbing Disc Golf Park,Hibbing,St. Louis County,"St. Louis County, MN",MN,USA,18,4.0,47.44478529999999,-92.94166740000001,55746,32.026,7750,439748,56741.677419354826,57972.0,midwest,27137,St. Louis County
pine-grove-park,Pine Grove Park,Aurora,St. Louis County,"St. Louis County, MN",MN,USA,9,,47.52809,-92.24601340000001,55705,32.026,1500,81202,54134.66666666666,57972.0,midwest,27137,St. Louis County
quarry-park-1,Quarry Park,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,9,,46.748909399999995,-92.1715656,55807,32.026,4870,215388,44227.51540041068,57972.0,midwest,27137,St. Louis County
side-lake-disc-golf,Side Lake Disc Golf,Side Lake,St. Louis County,"St. Louis County, MN",MN,USA,18,4.0,47.6657791,-93.0125656,55781,32.026,390,31184,79958.97435897436,57972.0,midwest,27137,St. Louis County
university-minnesota-duluth-disc-golf-course,University of Minnesota - Duluth Disc Golf Course,Duluth,St. Louis County,"St. Louis County, MN",MN,USA,9,,46.81877539999999,-92.0843306,55812,32.026,3730,267738,71779.62466487936,57972.0,midwest,27137,St. Louis County
vermilion-community-college,Vermilion Community College,Ely,St. Louis County,"St. Louis County, MN",MN,USA,9,2.0,47.9052946,-91.8379661,55731,32.026,2760,154406,55944.202898550735,57972.0,midwest,27137,St. Louis County
bluff-valley-rv-park-disc-golf-course,Bluff Valley RV Park Disc Golf Course,Zumbro Falls,Wabasha County,"Wabasha County, MN",MN,USA,9,,44.271095,-92.439738,55991,41.11,640,51081,79814.0625,74348.0,midwest,27157,Wabasha County
herb-vik-field,Herb Vik Field,Mazepa,Wabasha County,"Wabasha County, MN",MN,USA,9,,44.26855120000001,-92.54842740000001,55956,41.11,950,64546,67943.15789473684,74348.0,midwest,27157,Wabasha County
jaycee-park-disc-golf-course,Jaycee Park Disc Golf Course,Wabasha,Wabasha County,"Wabasha County, MN",MN,USA,9,,44.3754518,-92.0236059,55981,41.11,2040,142893,70045.58823529413,74348.0,midwest,27157,Wabasha County
bosworth-park,Bosworth Park,Ada,Norman County,"Norman County, MN",MN,USA,6,,47.2932185,-96.50925649999999,56510,7.515,1060,62515,58976.415094339616,50573.0,midwest,27107,Norman County
briargate-disc-golf-course,Briargate Disc Golf Course,Mankato,Blue Earth County,"Blue Earth County, MN",MN,USA,9,1.0,44.1433061,-94.00015959999999,56001,88.684,22150,1276769,57641.941309255075,67193.0,midwest,27013,Blue Earth County
land-memories-campground,Land of Memories Campground,Mankato,Blue Earth County,"Blue Earth County, MN",MN,USA,18,4.0,44.1608901,-94.0396202,56001,88.684,22150,1276769,57641.941309255075,67193.0,midwest,27013,Blue Earth County
msu-mankato-disc-golf-course,MSU-Mankato Disc Golf Course,Mankato,Blue Earth County,"Blue Earth County, MN",MN,USA,9,,44.1433061,-94.00015959999999,56001,88.684,22150,1276769,57641.941309255075,67193.0,midwest,27013,Blue Earth County
daly-county-park-disc-golf-course,Daly County Park Disc Golf Course,Mapleton,Blue Earth County,"Blue Earth County, MN",MN,USA,9,,43.8740377,-93.9993989,56065,88.684,1280,75698,59139.0625,67193.0,midwest,27013,Blue Earth County
campbell-busy-bees-4h-disc-golf-course,Campbell Busy Bees 4H Disc Golf Course,Campbell,Wilkin County,"Wilkin County, MN",MN,USA,9,,46.2920705,-96.5204806,56520,8.447000000000001,1870,114120,61026.73796791444,65769.0,midwest,27167,Wilkin County
headwaters-welles-memorial-park,Headwaters at Welles Memorial Park,Breckenridge,Wilkin County,"Wilkin County, MN",MN,USA,9,,46.26518950000001,-96.595937,56520,8.447000000000001,1870,114120,61026.73796791444,65769.0,midwest,27167,Wilkin County
carleton-college,Carleton College,Northfield,Rice County,"Rice County, MN",MN,USA,9,4.0,44.461363299999995,-93.1559742,55057,132.675,10390,830660,79948.0269489894,74301.0,midwest,27131,Rice County
st-olaf-college,St. Olaf College,Northfield,Rice County,"Rice County, MN",MN,USA,12,3.0,44.462131899999996,-93.18402809999999,55057,132.675,10390,830660,79948.0269489894,74301.0,midwest,27131,Rice County
faribault-middle-school-disc-golf-course,Faribault Middle School Disc Golf Course,Faribault,Rice County,"Rice County, MN",MN,USA,9,,44.2704196,-93.27813309999999,55021,132.675,14330,860256,60031.8213538032,74301.0,midwest,27131,Rice County
wapacuta-park-disc-golf-course,Wapacuta Park Disc Golf Course,Faribault,Rice County,"Rice County, MN",MN,USA,9,2.0,44.284934299999996,-93.27125090000001,55021,132.675,14330,860256,60031.8213538032,74301.0,midwest,27131,Rice County
maiden-shade,Maiden Shade,Morristown,Rice County,"Rice County, MN",MN,USA,21,4.0,44.226541299999994,-93.46431240000001,55052,132.675,930,55136,59286.02150537634,74301.0,midwest,27131,Rice County
carlton-disc-golf-sanctuary,Carlton Disc Golf Sanctuary,Carlton,Carlton County,"Carlton County, MN",MN,USA,18,4.0,46.6509106,-92.4269919,55718,41.25899999999999,1550,97544,62931.61290322581,67695.0,midwest,27017,Carlton County
hilltop-park,Hilltop Park,Cloquet,Carlton County,"Carlton County, MN",MN,USA,9,,46.6898732,-92.4486607,55720,41.25899999999999,7890,432838,54859.06210392902,67695.0,midwest,27017,Carlton County
wrenshall-public-school,Wrenshall Public School,Wrenshall,Carlton County,"Carlton County, MN",MN,USA,9,,46.6172309,-92.3826938,55797,41.25899999999999,740,45715,61777.02702702704,67695.0,midwest,27017,Carlton County
cascade-9,Cascade River State Park 9,Lutsen,Cook County,"Cook County, MN",MN,USA,9,,47.708994399999995,-90.5433628,55604,3.657,1920,117498,61196.875,58561.0,midwest,27031,Cook County
lutsen-resort,Lutsen Resort,Lutsen,Cook County,"Cook County, MN",MN,USA,9,3.0,47.724412799999996,-90.4445296,55612,3.657,340,20033,58920.58823529412,58561.0,midwest,27031,Cook County
cedar-creek-central,Cedar Creek Central,Fairmont,Martin County,"Martin County, MN",MN,USA,18,,43.60928670000001,-94.4818068,56031,28.026,6010,458471,76284.6921797005,58578.0,midwest,27091,Martin County
cedar-creek-east,Cedar Creek East,Fairmont,Martin County,"Martin County, MN",MN,USA,18,,43.60928670000001,-94.4818068,56031,28.026,6010,458471,76284.6921797005,58578.0,midwest,27091,Martin County
cedar-creek-west,Cedar Creek West,Fairmont,Martin County,"Martin County, MN",MN,USA,18,,43.60928670000001,-94.4818068,56031,28.026,6010,458471,76284.6921797005,58578.0,midwest,27091,Martin County
martin-county-west-disc-golf-course,Martin County West Disc Golf Course,Sherburn,Martin County,"Martin County, MN",MN,USA,9,5.0,43.60928670000001,-94.4818068,56171,28.026,850,50209,59069.41176470588,58578.0,midwest,27091,Martin County
cedar-valley-resort-disc-golf-course,Cedar Valley Resort Disc Golf Course,Whalen,Fillmore County,"Fillmore County, MN",MN,USA,9,,43.734095,-91.923362,55949,24.252,920,50258,54628.260869565216,66204.0,midwest,27045,Fillmore County
harmony-disc-golf-course,Harmony Disc Golf Course,Harmony,Fillmore County,"Fillmore County, MN",MN,USA,9,,43.5581436,-92.00386040000001,55939,24.252,900,46723,51914.444444444445,66204.0,midwest,27045,Fillmore County
central-park-3,Central Park,Crookston,Polk County,"Polk County, MN",MN,USA,9,,47.7736744,-96.60100759999999,56716,16.027,4030,224273,55650.86848635237,60068.0,midwest,27119,Polk County
northland-community-technical-college,Northland Community & Technical College,East Grand Forks,Polk County,"Polk County, MN",MN,USA,9,2.0,47.947113,-97.0162429,56721,16.027,4840,304310,62873.96694214876,60068.0,midwest,27119,Polk County
red-river-state-rec-area-disc-golf-course,Red River State Rec. Area Disc Golf Course,East Grand Forks,Polk County,"Polk County, MN",MN,USA,12,,47.92964310000001,-97.02915990000001,56721,16.027,4840,304310,62873.96694214876,60068.0,midwest,27119,Polk County
chains-edge-green,Chains Edge - Green,Ogilvie,Kanabec County,"Kanabec County, MN",MN,USA,24,,45.902516,-93.45643000000001,56358,30.683000000000003,1470,75685,51486.394557823114,62422.0,midwest,27065,Kanabec County
chains-edge-red,Chains Edge - Red,Ogilvie,Kanabec County,"Kanabec County, MN",MN,USA,24,,45.902516,-93.45643000000001,56358,30.683000000000003,1470,75685,51486.394557823114,62422.0,midwest,27065,Kanabec County
chinhinta-park-disc-golf-course,Chinhinta Park Disc Golf Course,Montevideo,Kandiyohi County,"Kandiyohi County, MN",MN,USA,9,,45.131506099999996,-95.0344542,56265,53.538,3680,217480,59097.82608695652,65344.0,midwest,27067,Kandiyohi County
green-lake-bible-camp-disc-golf-course,Green Lake Bible Camp Disc Golf Course,Spicer,Kandiyohi County,"Kandiyohi County, MN",MN,USA,9,,45.228596,-94.907093,56288,53.538,2470,246116,99642.1052631579,65344.0,midwest,27067,Kandiyohi County
ridgewater-college,Ridgewater College,Willmar,Kandiyohi County,"Kandiyohi County, MN",MN,USA,9,,45.1385756,-95.07276540000001,56201,53.538,11570,667321,57676.83664649957,65344.0,midwest,27067,Kandiyohi County
robbins-island-disc-golf-course,Robbins Island Disc Golf Course,Willmar,Kandiyohi County,"Kandiyohi County, MN",MN,USA,18,,45.131506099999996,-95.0344542,56201,53.538,11570,667321,57676.83664649957,65344.0,midwest,27067,Kandiyohi County
tadd-lake-disc-golf-course,Tadd Lake Disc Golf Course,Atwater,Kandiyohi County,"Kandiyohi County, MN",MN,USA,18,,45.133447,-94.7879869,56209,53.538,1180,72120,61118.64406779661,65344.0,midwest,27067,Kandiyohi County
lagoon-park-disc-golf-course,Lagoon Park Disc Golf Course,Montevideo,Chippewa County,"Chippewa County, MN",MN,USA,9,,44.95052370000001,-95.72820949999999,56265,20.667,3680,217480,59097.82608695652,63406.0,midwest,27023,Chippewa County
city-park-dgc-0,City Park Disc Golf Course,Cambridge,Isanti County,"Isanti County, MN",MN,USA,9,3.0,45.5705593,-93.2323973,55008,89.432,7830,485020,61943.80587484037,73401.0,midwest,27059,Isanti County
